title,div,cate,cate_link,cate_flag,sub_cate,sub_id,pdName,pdImg,pdPage
SKINCARE,유형별,클렌징,/goods/goodsList.do?catCd=4000000000&flag=4000000001&gubun=B,4000000001,클렌징 티슈,4000000006,라이스 백미 클렌징 티슈,www.theskinfood.com/custom/goods/webImg/6ff603e1-1e86-46a9-8efc-6cf4778a7d16.jpg,/goods/goodsDetail.do?goodsCd=1820-1
SKINCARE,유형별,클렌징,/goods/goodsList.do?catCd=4000000000&flag=4000000001&gubun=B,4000000001,클렌징 티슈,4000000006,레몬 브라이트닝 클렌징 티슈,www.theskinfood.com/custom/goods/webImg/1537_1_m.jpg,/goods/goodsDetail.do?goodsCd=1537
SKINCARE,유형별,클렌징,/goods/goodsList.do?catCd=4000000000&flag=4000000001&gubun=B,4000000001,클렌징 티슈,4000000006,수박 엠보싱 클렌징 티슈,www.theskinfood.com/custom/goods/webImg/1408_1_m.jpg,/goods/goodsDetail.do?goodsCd=1408
SKINCARE,유형별,클렌징,/goods/goodsList.do?catCd=4000000000&flag=4000000001&gubun=B,4000000001,클렌징 티슈,4000000006,현미 오일 클렌징 티슈,www.theskinfood.com/custom/goods/webImg/8b3b3756-a97d-4e95-95fc-1fcd30e67ba5.jpg,/goods/goodsDetail.do?goodsCd=83-5
SKINCARE,유형별,클렌징,/goods/goodsList.do?catCd=4000000000&flag=4000000001&gubun=B,4000000001,클렌징 티슈,4000000006,프레시 샐러리 클렌징 티슈,www.theskinfood.com/custom/goods/webImg/83-1_D_m.jpg,/goods/goodsDetail.do?goodsCd=83-1
SKINCARE,유형별,클렌징,/goods/goodsList.do?catCd=4000000000&flag=4000000001&gubun=B,4000000001,메이크업 리무버,4000000007,바나나몬드 쉐이킹 포인트 메이크업 리무버,www.theskinfood.com/custom/goods/webImg/4fad8c07-cc0a-4563-b1dd-fe9829c152d3.jpg,/goods/goodsDetail.do?goodsCd=2451
SKINCARE,유형별,클렌징,/goods/goodsList.do?catCd=4000000000&flag=4000000001&gubun=B,4000000001,메이크업 리무버,4000000007,로즈 쉐이크 포인트 메이크업 리무버,www.theskinfood.com/custom/goods/webImg/1729_1(16)_m.jpg,/goods/goodsDetail.do?goodsCd=1729
SKINCARE,유형별,클렌징,/goods/goodsList.do?catCd=4000000000&flag=4000000001&gubun=B,4000000001,메이크업 리무버,4000000007,밀크쉐이크 포인트 메이크업 리무버,www.theskinfood.com/custom/goods/webImg/381-2_1(4)_m.jpg,/goods/goodsDetail.do?goodsCd=381-2
SKINCARE,유형별,팩/마스크,/goods/goodsList.do?catCd=4000000000&flag=4000000009&gubun=B,4000000009,워시오프 팩,4000000010,유자 수분씨 비타 부스팅 페이스 마스크,www.theskinfood.com/custom/goods/webImg/7239eff8-13ed-44bb-8e32-f487173ea43c.jpg,/goods/goodsDetail.do?goodsCd=2190-3
SKINCARE,유형별,팩/마스크,/goods/goodsList.do?catCd=4000000000&flag=4000000009&gubun=B,4000000009,워시오프 팩,4000000010,블랙슈가 퍼펙트 에센셜 스크럽 2엑스 (BBH),www.theskinfood.com/custom/goods/webImg/12735840-5593-40bd-a9c6-e58f63be7885.jpg,/goods/goodsDetail.do?goodsCd=3032
SKINCARE,유형별,팩/마스크,/goods/goodsList.do?catCd=4000000000&flag=4000000009&gubun=B,4000000009,워시오프 팩,4000000010,젤리포,www.theskinfood.com/custom/goods/optnImg/f3d9d909-cf95-481c-998d-e11fecc7ef1f.jpg,/goods/goodsDetail.do?optnGoodsCd=1000009018
SKINCARE,유형별,팩/마스크,/goods/goodsList.do?catCd=4000000000&flag=4000000009&gubun=B,4000000009,워시오프 팩,4000000010,프레쉬메이드 파인애플 마스크,www.theskinfood.com/custom/goods/webImg/da45ad93-33af-484a-a51e-07fd5028cf3d.jpg,/goods/goodsDetail.do?goodsCd=2386
SKINCARE,유형별,팩/마스크,/goods/goodsList.do?catCd=4000000000&flag=4000000009&gubun=B,4000000009,워시오프 팩,4000000010,프레쉬메이드 애플 마스크,www.theskinfood.com/custom/goods/webImg/24b8583b-6cd0-4c71-a885-84916a765297.jpg,/goods/goodsDetail.do?goodsCd=2385
SKINCARE,유형별,팩/마스크,/goods/goodsList.do?catCd=4000000000&flag=4000000009&gubun=B,4000000009,워시오프 팩,4000000010,프레쉬메이드 레몬 마스크,www.theskinfood.com/custom/goods/webImg/f13f1512-9d4e-4ebc-b227-8954e567d323.jpg,/goods/goodsDetail.do?goodsCd=2384
SKINCARE,유형별,팩/마스크,/goods/goodsList.do?catCd=4000000000&flag=4000000009&gubun=B,4000000009,워시오프 팩,4000000010,프레쉬메이드 코코넛 마스크,www.theskinfood.com/custom/goods/webImg/f3d28aa7-b061-48be-a8fb-28bdc0c9bbb4.jpg,/goods/goodsDetail.do?goodsCd=2383
SKINCARE,유형별,팩/마스크,/goods/goodsList.do?catCd=4000000000&flag=4000000009&gubun=B,4000000009,워시오프 팩,4000000010,프레쉬메이드 크랜베리 마스크,www.theskinfood.com/custom/goods/webImg/e0386b10-e08e-422a-b577-96ace3aba51a.jpg,/goods/goodsDetail.do?goodsCd=2382
SKINCARE,유형별,팩/마스크,/goods/goodsList.do?catCd=4000000000&flag=4000000009&gubun=B,4000000009,워시오프 팩,4000000010,프레쉬메이드 워터멜론 마스크 ,www.theskinfood.com/custom/goods/webImg/5bed660e-b566-4b2d-9805-59b444c41311.jpg,/goods/goodsDetail.do?goodsCd=2381
SKINCARE,유형별,팩/마스크,/goods/goodsList.do?catCd=4000000000&flag=4000000009&gubun=B,4000000009,워시오프 팩,4000000010,풋사과 모공 팩,www.theskinfood.com/custom/goods/webImg/847db147-9a94-4fc7-9215-0815cfdf7982.jpg,/goods/goodsDetail.do?goodsCd=2354
SKINCARE,유형별,팩/마스크,/goods/goodsList.do?catCd=4000000000&flag=4000000009&gubun=B,4000000009,워시오프 팩,4000000010,에그 화이트 포어 쿨 머랭 팩,www.theskinfood.com/custom/goods/webImg/2e26194f-1314-4abb-af77-991cc98cb01a.jpg,/goods/goodsDetail.do?goodsCd=2272
SKINCARE,유형별,팩/마스크,/goods/goodsList.do?catCd=4000000000&flag=4000000009&gubun=B,4000000009,워시오프 팩,4000000010,에그 화이트 포어 핫 스팀팩,www.theskinfood.com/custom/goods/webImg/05c87618-d714-4c67-a153-5be892c1b84d.jpg,/goods/goodsDetail.do?goodsCd=2271
SKINCARE,유형별,팩/마스크,/goods/goodsList.do?catCd=4000000000&flag=4000000009&gubun=B,4000000009,워시오프 팩,4000000010,비터 그린 클레이 수딩 마스크,www.theskinfood.com/custom/goods/webImg/da1901a7-8f38-4e38-b2da-3b419284590c.jpg,/goods/goodsDetail.do?goodsCd=2204
SKINCARE,유형별,팩/마스크,/goods/goodsList.do?catCd=4000000000&flag=4000000009&gubun=B,4000000009,워시오프 팩,4000000010,발사믹 오일 필링 마스크,www.theskinfood.com/custom/goods/webImg/d4927203-7d4b-44d1-8f02-6b82ca9ca50b.jpg,/goods/goodsDetail.do?goodsCd=2062
SKINCARE,유형별,팩/마스크,/goods/goodsList.do?catCd=4000000000&flag=4000000009&gubun=B,4000000009,워시오프 팩,4000000010,발사믹 오일 필링 마일드 젤,www.theskinfood.com/custom/goods/webImg/d4fb3e27-2823-4973-9465-f3c93183f7ac.jpg,/goods/goodsDetail.do?goodsCd=2061
SKINCARE,유형별,팩/마스크,/goods/goodsList.do?catCd=4000000000&flag=4000000009&gubun=B,4000000009,워시오프 팩,4000000010,블랙슈가 퍼펙트 에센셜 스크럽 2엑스,www.theskinfood.com/custom/goods/webImg/73631c48-664f-46d9-b81f-4580b6874d32.jpg,/goods/goodsDetail.do?goodsCd=1903
SKINCARE,유형별,팩/마스크,/goods/goodsList.do?catCd=4000000000&flag=4000000009&gubun=B,4000000009,워시오프 팩,4000000010,블랙슈가 허니 마스크 워시 오프,www.theskinfood.com/custom/goods/webImg/62-16_1(2)_m.jpg,/goods/goodsDetail.do?goodsCd=62-16
SKINCARE,유형별,팩/마스크,/goods/goodsList.do?catCd=4000000000&flag=4000000009&gubun=B,4000000009,워시오프 팩,4000000010,에그 화이트 포어 마스크,www.theskinfood.com/custom/goods/webImg/83-11_1_m.jpg,/goods/goodsDetail.do?goodsCd=83-11
SKINCARE,유형별,팩/마스크,/goods/goodsList.do?catCd=4000000000&flag=4000000009&gubun=B,4000000009,워시오프 팩,4000000010,파인애플 필링젤,www.theskinfood.com/custom/goods/webImg/932c68da-51b2-4dd9-9419-75f5ae91ed0e.jpg,/goods/goodsDetail.do?goodsCd=896
SKINCARE,유형별,팩/마스크,/goods/goodsList.do?catCd=4000000000&flag=4000000009&gubun=B,4000000009,워시오프 팩,4000000010,라이스 마스크 워시 오프,www.theskinfood.com/custom/goods/webImg/63_1(2)_m.jpg,/goods/goodsDetail.do?goodsCd=63
SKINCARE,유형별,팩/마스크,/goods/goodsList.do?catCd=4000000000&flag=4000000009&gubun=B,4000000009,워시오프 팩,4000000010,블랙슈가 마스크 워시 오프,www.theskinfood.com/custom/goods/webImg/62_1(6)_m.jpg,/goods/goodsDetail.do?goodsCd=62
SKINCARE,유형별,팩/마스크,/goods/goodsList.do?catCd=4000000000&flag=4000000009&gubun=B,4000000009,워시오프 팩,4000000010,블랙슈가 스트로베리 마스크 워시 오프,www.theskinfood.com/custom/goods/webImg/62-13_1_m.jpg,/goods/goodsDetail.do?goodsCd=62-13
SKINCARE,유형별,팩/마스크,/goods/goodsList.do?catCd=4000000000&flag=4000000009&gubun=B,4000000009,마스크 시트,4000000011,로열 허니 프로폴리스 호일 장벽 마스크 시트 세트(4개입 세트),www.theskinfood.com/custom/goods/webImg/fc507ff0-78fe-42c6-9bd5-4360fd5cb7a9.jpg,/goods/goodsDetail.do?goodsCd=2372
SKINCARE,유형별,팩/마스크,/goods/goodsList.do?catCd=4000000000&flag=4000000009&gubun=B,4000000009,마스크 시트,4000000011,로열허니 프로폴리스 호일 장벽 마스크 시트,www.theskinfood.com/custom/goods/webImg/03b731cd-b52a-4598-9dd9-6310b372a0e8.jpg,/goods/goodsDetail.do?goodsCd=2371
SKINCARE,유형별,팩/마스크,/goods/goodsList.do?catCd=4000000000&flag=4000000009&gubun=B,4000000009,마스크 시트,4000000011,헬시 푸드 마스크 시트 ,www.theskinfood.com/custom/goods/optnImg/fdcacd0c-20bd-46a5-aa06-d5d6abf628b1.jpg,/goods/goodsDetail.do?optnGoodsCd=1000008880
SKINCARE,유형별,팩/마스크,/goods/goodsList.do?catCd=4000000000&flag=4000000009&gubun=B,4000000009,마스크 시트,4000000011,티트리 시크릿 스팟 패치,www.theskinfood.com/custom/goods/webImg/95d66508-15c9-44b9-95a7-beafe3ff3535.jpg,/goods/goodsDetail.do?goodsCd=2163
SKINCARE,유형별,팩/마스크,/goods/goodsList.do?catCd=4000000000&flag=4000000009&gubun=B,4000000009,마스크 시트,4000000011,로열허니 프로폴리스 장벽,www.theskinfood.com/custom/goods/webImg/52853499-0d90-4f5b-b1e5-0fb49da540c2.jpg,/goods/goodsDetail.do?goodsCd=2006
SKINCARE,유형별,팩/마스크,/goods/goodsList.do?catCd=4000000000&flag=4000000009&gubun=B,4000000009,마스크 시트,4000000011,시어버터 핸드 &amp; 풋 마스크,www.theskinfood.com/custom/goods/optnImg/2618d7c5-1c99-4f03-be23-b63830acb259.jpg,/goods/goodsDetail.do?optnGoodsCd=1000008825
SKINCARE,유형별,팩/마스크,/goods/goodsList.do?catCd=4000000000&flag=4000000009&gubun=B,4000000009,마스크 시트,4000000011,블랙슈가 퍼펙트 마스크 시트 2엑스 에센셜,www.theskinfood.com/custom/goods/webImg/87e23bf6-f827-4c81-9a37-614150ee55e7.jpg,/goods/goodsDetail.do?goodsCd=1909
SKINCARE,유형별,팩/마스크,/goods/goodsList.do?catCd=4000000000&flag=4000000009&gubun=B,4000000009,마스크 시트,4000000011,부스팅 주스 투스텝 마스크 시트,www.theskinfood.com/custom/goods/optnImg/68118f69-6ee1-4c5d-a450-b5798c0218ca.jpg,/goods/goodsDetail.do?optnGoodsCd=1000008823
SKINCARE,유형별,팩/마스크,/goods/goodsList.do?catCd=4000000000&flag=4000000009&gubun=B,4000000009,마스크 시트,4000000011,듀얼 이펙트 마스크 시트,www.theskinfood.com/custom/goods/optnImg/68a871b3-0a8b-4ee0-9a25-259c7d40c445.jpg,/goods/goodsDetail.do?optnGoodsCd=1000008820
SKINCARE,유형별,팩/마스크,/goods/goodsList.do?catCd=4000000000&flag=4000000009&gubun=B,4000000009,마스크 시트,4000000011,리얼 티 겔 마스크,www.theskinfood.com/custom/goods/optnImg/cb23f976-f59f-4452-a25b-efa6097cf557.jpg,/goods/goodsDetail.do?optnGoodsCd=1000008821
SKINCARE,유형별,팩/마스크,/goods/goodsList.do?catCd=4000000000&flag=4000000009&gubun=B,4000000009,마스크 시트,4000000011,마린 푸드 겔 마스크,www.theskinfood.com/custom/goods/optnImg/c65e3909-1ee3-40ce-bafd-f45bcc4e03c2.jpg,/goods/goodsDetail.do?optnGoodsCd=1000008822
SKINCARE,유형별,팩/마스크,/goods/goodsList.do?catCd=4000000000&flag=4000000009&gubun=B,4000000009,마스크 시트,4000000011,미인(美-in) 푸드 마스크 시트,www.theskinfood.com/custom/goods/optnImg/67b28236-38fc-4326-a75f-ba6ea8a0f30f.jpg,/goods/goodsDetail.do?optnGoodsCd=1000008818
SKINCARE,유형별,팩/마스크,/goods/goodsList.do?catCd=4000000000&flag=4000000009&gubun=B,4000000009,마스크 시트,4000000011,미라클 푸드 10 솔루션 아이패치 &amp; 마스크 시트,www.theskinfood.com/custom/goods/webImg/ae22f281-9717-47c9-85f7-3aded69044e6.jpg,/goods/goodsDetail.do?goodsCd=1781
SKINCARE,유형별,팩/마스크,/goods/goodsList.do?catCd=4000000000&flag=4000000009&gubun=B,4000000009,마스크 시트,4000000011,흑석류 마스크 시트 (주름개선 기능성 화장품),www.theskinfood.com/custom/goods/webImg/ec93d6e5-6fed-4157-bc69-bf02f726cc5f.jpg,/goods/goodsDetail.do?goodsCd=1671
SKINCARE,유형별,팩/마스크,/goods/goodsList.do?catCd=4000000000&flag=4000000009&gubun=B,4000000009,마스크 시트,4000000011,에브리데이 페이셜 마스크시트,www.theskinfood.com/custom/goods/optnImg/965a5671-d48e-490a-847f-dab5e04004ea.jpg,/goods/goodsDetail.do?optnGoodsCd=1000008819
SKINCARE,유형별,팩/마스크,/goods/goodsList.do?catCd=4000000000&flag=4000000009&gubun=B,4000000009,마스크 시트,4000000011,하이드로 피팅 달팽이 마스크 시트 (수분 공급) 5매,www.theskinfood.com/custom/goods/webImg/bd2d6ecd-b0a1-43d1-b7ec-fedc1117d377.jpg,/goods/goodsDetail.do?goodsCd=1450
SKINCARE,유형별,팩/마스크,/goods/goodsList.do?catCd=4000000000&flag=4000000009&gubun=B,4000000009,마스크 시트,4000000011,골드 캐비어 콜라겐 마스크 시트,www.theskinfood.com/custom/goods/webImg/4ac32fa6-dac9-4cba-abee-7b3338fbdb6c.jpg,/goods/goodsDetail.do?goodsCd=985-6
SKINCARE,유형별,팩/마스크,/goods/goodsList.do?catCd=4000000000&flag=4000000009&gubun=B,4000000009,슬리핑 팩,4000000012,뷰티 레시피 토마토 스프 슬리핑 팩,www.theskinfood.com/custom/goods/webImg/ecccc422-99cb-4a4b-a70c-fbe55289076e.jpg,/goods/goodsDetail.do?goodsCd=2461
SKINCARE,유형별,팩/마스크,/goods/goodsList.do?catCd=4000000000&flag=4000000009&gubun=B,4000000009,슬리핑 팩,4000000012,뷰티 레시피 아보카도 스프 슬리핑 팩,www.theskinfood.com/custom/goods/webImg/e1649365-7d71-4a7a-8e51-24f032093432.jpg,/goods/goodsDetail.do?goodsCd=2462
SKINCARE,유형별,팩/마스크,/goods/goodsList.do?catCd=4000000000&flag=4000000009&gubun=B,4000000009,슬리핑 팩,4000000012,뷰티 레시피 단호박 스프 슬리핑 팩,www.theskinfood.com/custom/goods/webImg/3c2d7be5-e9d1-4fe5-95e3-c57f22087caa.jpg,/goods/goodsDetail.do?goodsCd=2463
SKINCARE,유형별,팩/마스크,/goods/goodsList.do?catCd=4000000000&flag=4000000009&gubun=B,4000000009,슬리핑 팩,4000000012,비터 그린 토너 앤 마스크,www.theskinfood.com/custom/goods/webImg/f7d4de0b-7032-4d3a-8748-2e5b1274a933.jpg,/goods/goodsDetail.do?goodsCd=2202
SKINCARE,유형별,팩/마스크,/goods/goodsList.do?catCd=4000000000&flag=4000000009&gubun=B,4000000009,슬리핑 팩,4000000012,발사믹 오일 필링 오버나이트 세럼 앤 마스크 ,www.theskinfood.com/custom/goods/webImg/d24b468b-4f3e-40c7-a9ca-93e0dd910b85.jpg,/goods/goodsDetail.do?goodsCd=2063
SKINCARE,유형별,팩/마스크,/goods/goodsList.do?catCd=4000000000&flag=4000000009&gubun=B,4000000009,슬리핑 팩,4000000012,프리미엄 토마토 화이트닝 슬리핑팩 (미백 기능성 화장품),www.theskinfood.com/custom/goods/webImg/971362c8-fb58-4458-ae3b-902d35b6cbdb.jpg,/goods/goodsDetail.do?goodsCd=1741
SKINCARE,유형별,팩/마스크,/goods/goodsList.do?catCd=4000000000&flag=4000000009&gubun=B,4000000009,슬리핑 팩,4000000012,흑석류 터치 마스크 -수면팩 겸용- (주름개선 기능성 화장품),www.theskinfood.com/custom/goods/webImg/0dc7f528-e6b8-414f-985d-76e3fa5bb26c.jpg,/goods/goodsDetail.do?goodsCd=1668
SKINCARE,유형별,팩/마스크,/goods/goodsList.do?catCd=4000000000&flag=4000000009&gubun=B,4000000009,마사지,4000000013,프리미엄 토마토 뽀얀 민낯 팩,www.theskinfood.com/custom/goods/webImg/d5bb82d9-4908-4c4d-a7bb-7a4f8d22612f.jpg,/goods/goodsDetail.do?goodsCd=1742
